mukey,muname,comppct_r,compname,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,claytotal_r,sandtotal_r,silttotal_r,cec7_r,awc_r,field_id
62427,Waldo silty clay loam,5,Bashaw,Poorly drained,130,152,0.25,6.7,60,0,40,42.5,0.15,WV_AG_033
62438,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,0,43,4,6.1,15,14,71,15,0.2,WV_AG_033
62438,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,43,107,1.75,6.1,27.5,7.1,65.4,15,0.2,WV_AG_033
62438,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,107,175,0.25,6.1,28,7,65,12.5,0.2,WV_AG_033
62439,"Woodburn silt loam, 3 to 12 percent slopes",85,Woodburn,Moderately well drained,0,43,4,6.1,15,14,71,15,0.2,WV_AG_033
62439,"Woodburn silt loam, 3 to 12 percent slopes",85,Woodburn,Moderately well drained,43,107,1.75,6.1,27.5,7.1,65.4,15,0.2,WV_AG_033
62439,"Woodburn silt loam, 3 to 12 percent slopes",85,Woodburn,Moderately well drained,107,165,0.25,6.1,28,7,65,12.5,0.2,WV_AG_033
62652,"Chehalis silty clay loam, occasionally flooded",85,Chehalis,Well drained,0,33,7.5,6.1,35,6.5,58.5,30,0.2,WV_AG_034
62652,"Chehalis silty clay loam, occasionally flooded",85,Chehalis,Well drained,33,140,2.5,6.5,30,6.9,63.1,20,0.19,WV_AG_034
62652,"Chehalis silty clay loam, occasionally flooded",85,Chehalis,Well drained,140,178,0.5,6.5,26,9.1,64.9,15,0.2,WV_AG_034
62656,Cloquato silt loam,85,Cloquato,Well drained,0,36,7.5,6.1,10,21.2,68.8,17.5,0.21,WV_AG_034
62656,Cloquato silt loam,85,Cloquato,Well drained,36,127,2.5,6.7,10,21.2,68.8,7.5,0.2,WV_AG_034
62656,Cloquato silt loam,85,Cloquato,Well drained,127,152,1.5,6.7,6,,,4,0.09,WV_AG_034
62771,Newberg loam,85,Newberg,Well drained,0,36,3,6.1,11,45.6,43.4,20,0.22,WV_AG_034
62771,Newberg loam,85,Newberg,Well drained,36,165,0.75,6.1,10,63.5,26.5,20,0.14,WV_AG_034
64105,"Jory silty clay loam, 2 to 7 percent slopes",85,Jory,Well drained,0,38,4.5,5.5,33.5,17.5,49,17.5,0.2,WV_AG_035
64105,"Jory silty clay loam, 2 to 7 percent slopes",85,Jory,Well drained,38,160,1.25,5,52.5,18.2,29.3,17.5,0.16,WV_AG_035
64106,"Jory silty clay loam, 7 to 12 percent slopes",100,Jory,Well drained,0,38,4.5,5.5,33.5,17.5,49,17.5,0.2,WV_AG_035
64106,"Jory silty clay loam, 7 to 12 percent slopes",100,Jory,Well drained,38,160,1.25,5,52.5,18.2,29.3,17.5,0.16,WV_AG_035
64107,"Jory silty clay loam, 12 to 20 percent slopes",100,Jory,Well drained,0,38,4.5,5.5,33.5,17.5,49,17.5,0.2,WV_AG_035
64107,"Jory silty clay loam, 12 to 20 percent slopes",100,Jory,Well drained,38,160,1.25,5,52.5,18.2,29.3,17.5,0.16,WV_AG_035
64134,"Nekia silty clay loam, 7 to 12 percent slopes",86,Nekia,Well drained,0,23,5.5,5.6,35,16.9,48.1,20,0.19,WV_AG_035
64134,"Nekia silty clay loam, 7 to 12 percent slopes",86,Nekia,Well drained,23,91,2.5,5,45,26.1,28.9,15,0.13,WV_AG_035
64134,"Nekia silty clay loam, 7 to 12 percent slopes",86,Nekia,Well drained,91,102,,,,,,,,WV_AG_035
62648,"Camas gravelly sandy loam, occasionally flooded",85,Camas,Excessively drained,0,36,2,6.5,7.5,68.5,24,15,0.08,WV_AG_036
62648,"Camas gravelly sandy loam, occasionally flooded",85,Camas,Excessively drained,36,152,0.5,6.5,2.5,96,1.5,7.5,0.04,WV_AG_036
62648,"Camas gravelly sandy loam, occasionally flooded",3,Riverwash,Poorly drained,0,152,,,,,,,,WV_AG_036
62656,Cloquato silt loam,85,Cloquato,Well drained,0,36,7.5,6.1,10,21.2,68.8,17.5,0.21,WV_AG_036
62656,Cloquato silt loam,85,Cloquato,Well drained,36,127,2.5,6.7,10,21.2,68.8,7.5,0.2,WV_AG_036
62656,Cloquato silt loam,85,Cloquato,Well drained,127,152,1.5,6.7,6,,,4,0.09,WV_AG_036
62770,Newberg fine sandy loam,85,Newberg,Well drained,0,36,3,6.1,11,62.8,26.2,20,0.14,WV_AG_036
62770,Newberg fine sandy loam,85,Newberg,Well drained,36,165,0.75,6.1,10,63.5,26.5,20,0.14,WV_AG_036
62771,Newberg loam,85,Newberg,Well drained,0,36,3,6.1,11,45.6,43.4,20,0.22,WV_AG_036
62771,Newberg loam,85,Newberg,Well drained,36,165,0.75,6.1,10,63.5,26.5,20,0.14,WV_AG_036
85289,"Chehalis silty clay loam, 0 to 3 percent slopes",91,Chehalis,Well drained,0,20,5,6.2,28,10,62,30,0.23,WV_AG_037
85289,"Chehalis silty clay loam, 0 to 3 percent slopes",91,Chehalis,Well drained,20,41,3.5,6.2,28,10,62,30,0.22,WV_AG_037
85289,"Chehalis silty clay loam, 0 to 3 percent slopes",91,Chehalis,Well drained,41,97,2,6,30,15,55,28,0.21,WV_AG_037
85289,"Chehalis silty clay loam, 0 to 3 percent slopes",91,Chehalis,Well drained,97,114,1,6,30,15,55,28,0.21,WV_AG_037
85289,"Chehalis silty clay loam, 0 to 3 percent slopes",91,Chehalis,Well drained,114,152,0.7,6,25,20,55,25,0.17,WV_AG_037
85289,"Chehalis silty clay loam, 0 to 3 percent slopes",2,Wapato,Poorly drained,0,23,6,6.4,31,10,59,30,0.23,WV_AG_037
85289,"Chehalis silty clay loam, 0 to 3 percent slopes",2,Wapato,Poorly drained,23,41,3.5,6.2,31,10,59,30,0.22,WV_AG_037
85289,"Chehalis silty clay loam, 0 to 3 percent slopes",2,Wapato,Poorly drained,41,56,2.5,5.8,31,10,59,30,0.22,WV_AG_037
85289,"Chehalis silty clay loam, 0 to 3 percent slopes",2,Wapato,Poorly drained,56,81,2,5.8,31,10,59,30,0.22,WV_AG_037
85289,"Chehalis silty clay loam, 0 to 3 percent slopes",2,Wapato,Poorly drained,81,152,0.8,5.6,40,5,55,35,0.19,WV_AG_037
85409,"McBee silty clay loam, 0 to 3 percent slopes",87,McBee,Moderately well drained,0,18,4.5,6,29,10,61,30,0.23,WV_AG_037
85409,"McBee silty clay loam, 0 to 3 percent slopes",87,McBee,Moderately well drained,18,26,4,6.2,29,10,61,30,0.23,WV_AG_037
85409,"McBee silty clay loam, 0 to 3 percent slopes",87,McBee,Moderately well drained,26,56,3,6.2,32,11,57,30,0.22,WV_AG_037
85409,"McBee silty clay loam, 0 to 3 percent slopes",87,McBee,Moderately well drained,56,89,1.5,6.4,32,13,55,30,0.21,WV_AG_037
85409,"McBee silty clay loam, 0 to 3 percent slopes",87,McBee,Moderately well drained,89,107,0.7,6.4,32,22,46,30,0.19,WV_AG_037
85409,"McBee silty clay loam, 0 to 3 percent slopes",87,McBee,Moderately well drained,107,165,0.5,6.4,35,24,41,30,0.17,WV_AG_037
85409,"McBee silty clay loam, 0 to 3 percent slopes",3,Wapato,Poorly drained,0,23,6,6.4,31,10,59,30,0.23,WV_AG_037
85409,"McBee silty clay loam, 0 to 3 percent slopes",3,Wapato,Poorly drained,23,41,3.5,6.2,31,10,59,30,0.22,WV_AG_037
85409,"McBee silty clay loam, 0 to 3 percent slopes",3,Wapato,Poorly drained,41,56,2.5,5.8,31,10,59,30,0.22,WV_AG_037
85409,"McBee silty clay loam, 0 to 3 percent slopes",3,Wapato,Poorly drained,56,81,2,5.8,31,10,59,30,0.22,WV_AG_037
85409,"McBee silty clay loam, 0 to 3 percent slopes",3,Wapato,Poorly drained,81,152,0.8,5.6,40,5,55,35,0.19,WV_AG_037
62566,Oxley gravelly silt loam,85,Oxley,Somewhat poorly drained,0,43,4,5.6,21,26.3,52.7,15,0.16,WV_AG_038
62566,Oxley gravelly silt loam,85,Oxley,Somewhat poorly drained,43,58,2,5.8,31,35.4,33.6,17.5,0.16,WV_AG_038
62566,Oxley gravelly silt loam,85,Oxley,Somewhat poorly drained,58,104,0.75,5.8,28,34.4,37.6,12.5,0.1,WV_AG_038
62566,Oxley gravelly silt loam,85,Oxley,Somewhat poorly drained,104,152,0.25,7,10,66.6,23.4,7.5,0.06,WV_AG_038
62566,Oxley gravelly silt loam,4,Courtney,Poorly drained,0,38,3.5,5.6,31,20,49,27.5,0.18,WV_AG_038
62566,Oxley gravelly silt loam,4,Courtney,Poorly drained,38,71,1.25,6.1,55,17.1,27.9,40,0.13,WV_AG_038
62566,Oxley gravelly silt loam,4,Courtney,Poorly drained,71,104,0.6,6.1,31,35.4,33.6,22.5,0.1,WV_AG_038
62566,Oxley gravelly silt loam,4,Courtney,Poorly drained,104,152,0.35,6.5,2.5,96,1.5,2.5,0.04,WV_AG_038
62595,"Salkum silt loam, 2 to 6 percent slopes",85,Salkum,Well drained,0,28,4,6.1,23.5,24.5,52,15,0.23,WV_AG_038
62595,"Salkum silt loam, 2 to 6 percent slopes",85,Salkum,Well drained,28,114,1.25,5.3,47.5,23.3,29.2,25,0.15,WV_AG_038
62595,"Salkum silt loam, 2 to 6 percent slopes",85,Salkum,Well drained,114,152,0.25,5.3,38,7.5,54.5,20,0.16,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",85,Courtney,Poorly drained,0,20,3.5,5.6,31,20,49,25.2,0.16,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",85,Courtney,Poorly drained,20,43,3.5,5.8,31,20,49,25.2,0.14,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",85,Courtney,Poorly drained,43,60,1.25,5.8,55,17,28,39.9,0.11,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",85,Courtney,Poorly drained,60,84,1.25,5.8,55,17,28,39.9,0.1,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",85,Courtney,Poorly drained,84,122,0.6,5.8,31,35,34,23.8,0.06,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",85,Courtney,Poorly drained,122,152,0.35,5.8,3,95,2,3.1,0.01,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",6,Awbrig,Poorly drained,0,5,4,5.4,28,12,60,23.2,0.18,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",6,Awbrig,Poorly drained,5,18,3,6.5,28,12,60,23,0.18,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",6,Awbrig,Poorly drained,18,46,1.5,6.3,56,7,37,40.7,0.12,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",6,Awbrig,Poorly drained,46,74,0.75,6.5,54,5,41,38.6,0.13,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",6,Awbrig,Poorly drained,74,122,0.5,6.6,37,15,48,27.5,0.16,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",6,Awbrig,Poorly drained,122,152,0.25,7,33,21,46,24.4,0.14,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",4,Bashaw,Poorly drained,0,8,7.5,5.8,60,10,30,45.6,0.18,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",4,Bashaw,Poorly drained,8,36,3.5,6,63,5,32,46.4,0.16,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",4,Bashaw,Poorly drained,36,79,2,6.6,63,5,32,45.5,0.14,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",4,Bashaw,Poorly drained,79,122,1.2,7,63,5,32,44.8,0.14,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",4,Bashaw,Poorly drained,122,152,0.5,7,60,15,25,41.7,0.14,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",2,Conser,Poorly drained,0,23,6,6.2,31,10,59,26.4,0.18,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",2,Conser,Poorly drained,23,36,3.5,6.2,43,10,47,34.7,0.15,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",2,Conser,Poorly drained,36,69,2,6.4,51,10,39,39.6,0.12,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",2,Conser,Poorly drained,69,104,0.5,6.4,48,10,42,35.5,0.13,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",2,Conser,Poorly drained,104,124,0.25,6.4,25,40,35,19.2,0.15,WV_AG_038
62662,"Courtney gravelly silty clay loam, 0 to 3 percent slopes",2,Conser,Poorly drained,124,152,0.25,6.8,18,55,27,14.3,0.1,WV_AG_038
64277,Chehalis silty clay loam,85,Chehalis,Well drained,0,41,7.5,6.1,35,6.5,58.5,30,0.2,WV_AG_039
64277,Chehalis silty clay loam,85,Chehalis,Well drained,41,152,2.5,6.5,30,6.9,63.1,20,0.19,WV_AG_039
64403,Wapato silty clay loam,85,Wapato,Poorly drained,0,43,6,6.2,31,6.9,62.1,25,0.2,WV_AG_039
64403,Wapato silty clay loam,85,Wapato,Poorly drained,43,122,2.75,5.8,27.5,7.1,65.4,17.5,0.16,WV_AG_039
64403,Wapato silty clay loam,85,Wapato,Poorly drained,122,152,1.1,6.1,45,7.2,47.8,22.5,0.16,WV_AG_039
64403,Wapato silty clay loam,5,Waldo,Poorly drained,0,51,6,5.8,33.5,18.7,47.8,27.5,0.2,WV_AG_039
64403,Wapato silty clay loam,5,Waldo,Poorly drained,51,183,2.05,5.6,47.5,5.5,47,27.5,0.16,WV_AG_039
64133,"Nekia silty clay loam, 2 to 7 percent slopes",85,Nekia,Well drained,0,23,5.5,5.6,35,16.9,48.1,20,0.19,WV_AG_040
64133,"Nekia silty clay loam, 2 to 7 percent slopes",85,Nekia,Well drained,23,91,2.5,5,45,26.1,28.9,15,0.13,WV_AG_040
64133,"Nekia silty clay loam, 2 to 7 percent slopes",85,Nekia,Well drained,91,102,,,,,,,,WV_AG_040
64135,"Nekia silty clay loam, 12 to 20 percent slopes",90,Nekia,Well drained,0,23,5.5,5.6,35,16.9,48.1,20,0.19,WV_AG_040
64135,"Nekia silty clay loam, 12 to 20 percent slopes",90,Nekia,Well drained,23,91,2.5,5,45,26.1,28.9,15,0.13,WV_AG_040
64135,"Nekia silty clay loam, 12 to 20 percent slopes",90,Nekia,Well drained,91,102,,,,,,,,WV_AG_040
64148,"Salkum silty clay loam, basin, 0 to 6 percent slopes",90,Salkum,Well drained,0,51,4,6.1,31,18.1,50.9,22.5,0.19,WV_AG_040
64148,"Salkum silty clay loam, basin, 0 to 6 percent slopes",90,Salkum,Well drained,51,102,1.25,5.3,47.5,5.5,47,25,0.15,WV_AG_040
64148,"Salkum silty clay loam, basin, 0 to 6 percent slopes",90,Salkum,Well drained,102,165,0.25,5.3,39,18,43,20,0.16,WV_AG_040
64148,"Salkum silty clay loam, basin, 0 to 6 percent slopes",3,Waldo,Poorly drained,0,25,6,5.8,33.5,17.5,49,27.5,0.2,WV_AG_040
64148,"Salkum silty clay loam, basin, 0 to 6 percent slopes",3,Waldo,Poorly drained,25,152,2.05,5.6,47.5,23.3,29.2,27.5,0.16,WV_AG_040
64165,Waldo silty clay loam,90,Waldo,Poorly drained,0,25,6,5.8,33.5,17.5,49,27.5,0.2,WV_AG_040
64165,Waldo silty clay loam,90,Waldo,Poorly drained,25,152,2.05,5.6,47.5,23.3,29.2,27.5,0.16,WV_AG_040
64284,Concord silt loam,85,Concord,Poorly drained,0,51,3,6.1,22.5,24.8,52.7,20,0.2,WV_AG_041
64284,Concord silt loam,85,Concord,Poorly drained,51,102,1.25,6.7,42.5,7.7,49.8,30,0.16,WV_AG_041
64284,Concord silt loam,85,Concord,Poorly drained,102,183,0.25,6.7,25,24,51,20,0.2,WV_AG_041
64284,Concord silt loam,4,Dayton,Poorly drained,0,23,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_041
64284,Concord silt loam,4,Dayton,Poorly drained,23,38,0.75,5.6,22.5,24.8,52.7,15,0.21,WV_AG_041
64284,Concord silt loam,4,Dayton,Poorly drained,38,102,0.75,5.8,45,7.2,47.8,32.5,0.04,WV_AG_041
64284,Concord silt loam,4,Dayton,Poorly drained,102,193,0.25,6.7,22.5,24.8,52.7,15,0.18,WV_AG_041
64296,Dayton silt loam,85,Dayton,Poorly drained,0,23,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_041
64296,Dayton silt loam,85,Dayton,Poorly drained,23,38,0.75,5.6,22.5,24.8,52.7,15,0.21,WV_AG_041
64296,Dayton silt loam,85,Dayton,Poorly drained,38,102,0.75,5.8,45,7.2,47.8,32.5,0.04,WV_AG_041
64296,Dayton silt loam,85,Dayton,Poorly drained,102,193,0.25,6.7,22.5,24.8,52.7,15,0.18,WV_AG_041
64296,Dayton silt loam,3,Concord,Poorly drained,0,51,3,6.1,22.5,24.8,52.7,20,0.2,WV_AG_041
64296,Dayton silt loam,3,Concord,Poorly drained,51,102,1.25,6.7,42.5,7.7,49.8,30,0.16,WV_AG_041
64296,Dayton silt loam,3,Concord,Poorly drained,102,183,0.25,6.7,25,24,51,20,0.2,WV_AG_041
64296,Dayton silt loam,2,Dayton,Poorly drained,0,18,2.5,5.6,17.5,,,15,0.22,WV_AG_041
64296,Dayton silt loam,2,Dayton,Poorly drained,18,41,0.75,5.6,22.5,,,15,0.2,WV_AG_041
64296,Dayton silt loam,2,Dayton,Poorly drained,41,114,0.75,5.8,45,,,32.5,0.04,WV_AG_041
64296,Dayton silt loam,2,Dayton,Poorly drained,114,152,0.25,6.7,50,,,35,0.08,WV_AG_041
64282,Cloquato silt loam,85,Cloquato,Well drained,0,53,7.5,6.1,10,21.2,68.8,17.5,0.21,WV_AG_042
64282,Cloquato silt loam,85,Cloquato,Well drained,53,152,2.5,6.7,10,21.2,68.8,7.5,0.2,WV_AG_042
64308,"Fluvents-Fluvaquents complex, nearly level",50,Fluvents,Moderately well drained,0,152,,,,,,,,WV_AG_042
64308,"Fluvents-Fluvaquents complex, nearly level",35,Fluvaquents,Somewhat poorly drained,0,152,,,,,,,0,WV_AG_042
64308,"Fluvents-Fluvaquents complex, nearly level",1,Riverwash,Poorly drained,0,152,,,,,,,,WV_AG_042
64308,"Fluvents-Fluvaquents complex, nearly level",1,Waldo,Poorly drained,0,51,6,5.8,33.5,18.7,47.8,27.5,0.2,WV_AG_042
64308,"Fluvents-Fluvaquents complex, nearly level",1,Waldo,Poorly drained,51,183,2.05,5.6,47.5,5.5,47,27.5,0.16,WV_AG_042
64355,McBee silty clay loam,85,McBee,Moderately well drained,0,48,4.5,6.1,31,6.9,62.1,25,0.2,WV_AG_042
64355,McBee silty clay loam,85,McBee,Moderately well drained,48,152,2.25,6.7,30,6.9,63.1,22.5,0.17,WV_AG_042
64355,McBee silty clay loam,3,Wapato,Poorly drained,0,43,6,6.2,31,6.9,62.1,25,0.2,WV_AG_042
64355,McBee silty clay loam,3,Wapato,Poorly drained,43,122,2.75,5.8,27.5,7.1,65.4,17.5,0.16,WV_AG_042
64355,McBee silty clay loam,3,Wapato,Poorly drained,122,152,1.1,6.1,45,7.2,47.8,22.5,0.16,WV_AG_042
64368,Newberg fine sandy loam,85,Newberg,Well drained,0,48,3,6.1,11,62.8,26.2,20,0.14,WV_AG_042
64368,Newberg fine sandy loam,85,Newberg,Well drained,48,71,0.75,6.1,10,66.3,23.7,20,0.14,WV_AG_042
64368,Newberg fine sandy loam,85,Newberg,Well drained,71,162,0.6,6.5,6,87.3,6.7,17.5,0.11,WV_AG_042
62650,Chapman loam,85,Chapman,Well drained,0,20,3.5,6.1,22.5,39.8,37.7,15,0.2,WV_AG_043
62650,Chapman loam,85,Chapman,Well drained,20,107,2,6.1,27.5,37.2,35.3,15,0.15,WV_AG_043
62650,Chapman loam,85,Chapman,Well drained,107,127,0.65,6.7,12.5,67.9,19.6,7.5,0.09,WV_AG_043
62650,Chapman loam,85,Chapman,Well drained,127,152,0.3,7,7.5,68.5,24,5,0.07,WV_AG_043
62626,Woodburn silt loam,85,Woodburn,Moderately well drained,0,23,4,6.1,15,14,71,15,0.2,WV_AG_044
62626,Woodburn silt loam,85,Woodburn,Moderately well drained,23,66,1.75,6.1,27.5,7.1,65.4,15,0.2,WV_AG_044
62626,Woodburn silt loam,85,Woodburn,Moderately well drained,66,152,0.25,6.1,22.5,9.5,68,12.5,0.2,WV_AG_044
62626,Woodburn silt loam,3,Awbrig,Poorly drained,0,18,3.5,5.8,28.5,19.3,52.2,25,0.2,WV_AG_044
62626,Woodburn silt loam,3,Awbrig,Poorly drained,18,74,1.5,6.3,55,17.1,27.9,40,0.04,WV_AG_044
62626,Woodburn silt loam,3,Awbrig,Poorly drained,74,152,0.5,7,33.5,18.7,47.8,25,0.19,WV_AG_044
62656,Cloquato silt loam,85,Cloquato,Well drained,0,36,7.5,6.1,10,21.2,68.8,17.5,0.21,WV_AG_044
62656,Cloquato silt loam,85,Cloquato,Well drained,36,127,2.5,6.7,10,21.2,68.8,7.5,0.2,WV_AG_044
62656,Cloquato silt loam,85,Cloquato,Well drained,127,152,1.5,6.7,6,,,4,0.09,WV_AG_044
62685,"Fluvents, nearly level",1,Riverwash,Poorly drained,0,152,,,,,,,,WV_AG_044
62685,"Fluvents, nearly level",1,Wapato,Poorly drained,0,43,6,6.2,31,,,25,0.2,WV_AG_044
62685,"Fluvents, nearly level",1,Waldo,Poorly drained,0,28,6,5.8,33.5,18.7,47.8,27.5,0.2,WV_AG_044
62685,"Fluvents, nearly level",1,Willanch,Poorly drained,0,28,3.5,6.1,7.5,65.2,27.3,10,0.14,WV_AG_044
62685,"Fluvents, nearly level",1,Waldo,Poorly drained,28,152,2.05,5.6,47.5,23.3,29.2,27.5,0.16,WV_AG_044
62685,"Fluvents, nearly level",1,Willanch,Poorly drained,28,86,1.25,5.8,7.5,65.2,27.3,5,0.13,WV_AG_044
62685,"Fluvents, nearly level",1,Wapato,Poorly drained,43,84,2.75,5.8,27.5,,,17.5,0.16,WV_AG_044
62685,"Fluvents, nearly level",1,Wapato,Poorly drained,84,152,1.1,6.1,45,,,22.5,0.16,WV_AG_044
62685,"Fluvents, nearly level",1,Willanch,Poorly drained,86,152,0.25,5.8,2.5,81.1,16.4,2.5,0.11,WV_AG_044
64253,"Witzel very cobbly loam, 30 to 70 percent slopes",85,Witzel,Well drained,0,13,2.5,6.1,21.5,41.4,37.1,15,0.09,WV_AG_045
64253,"Witzel very cobbly loam, 30 to 70 percent slopes",85,Witzel,Well drained,13,41,1.25,6.1,30,33.5,36.5,17.5,0.06,WV_AG_045
64253,"Witzel very cobbly loam, 30 to 70 percent slopes",85,Witzel,Well drained,41,51,,,,,,,,WV_AG_045
64390,"Santiam silt loam, 3 to 6 percent slopes",85,Santiam,Moderately well drained,0,36,2.5,5.6,22.5,24.8,52.7,15,0.2,WV_AG_045
64390,"Santiam silt loam, 3 to 6 percent slopes",85,Santiam,Moderately well drained,36,86,1.25,5.6,38,7.5,54.5,22.5,0.18,WV_AG_045
64390,"Santiam silt loam, 3 to 6 percent slopes",85,Santiam,Moderately well drained,86,152,0.25,5.6,45,26.1,28.9,22.5,0.15,WV_AG_045
64390,"Santiam silt loam, 3 to 6 percent slopes",3,Pengra,Somewhat poorly drained,0,25,5,6.1,23.5,,,20,0.2,WV_AG_045
64390,"Santiam silt loam, 3 to 6 percent slopes",3,Dayton,Poorly drained,0,23,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_045
64390,"Santiam silt loam, 3 to 6 percent slopes",3,Dayton,Poorly drained,23,38,0.75,5.6,22.5,24.8,52.7,15,0.21,WV_AG_045
64390,"Santiam silt loam, 3 to 6 percent slopes",3,Pengra,Somewhat poorly drained,25,74,1.5,5.8,31,,,17.5,0.2,WV_AG_045
64390,"Santiam silt loam, 3 to 6 percent slopes",3,Dayton,Poorly drained,38,102,0.75,5.8,45,7.2,47.8,32.5,0.04,WV_AG_045
64390,"Santiam silt loam, 3 to 6 percent slopes",3,Pengra,Somewhat poorly drained,74,152,0.55,6.2,65,,,32.5,0.11,WV_AG_045
64390,"Santiam silt loam, 3 to 6 percent slopes",3,Dayton,Poorly drained,102,193,0.25,6.7,22.5,24.8,52.7,15,0.18,WV_AG_045
64093,"Hazelair silty clay loam, 2 to 15 percent slopes, eroded",85,Hazelair,Moderately well drained,0,30,3,6.1,33.5,17.5,49,20,0.17,WV_AG_046
64093,"Hazelair silty clay loam, 2 to 15 percent slopes, eroded",85,Hazelair,Moderately well drained,30,71,1.5,5.8,42.5,7.7,49.8,22.5,0.16,WV_AG_046
64093,"Hazelair silty clay loam, 2 to 15 percent slopes, eroded",85,Hazelair,Moderately well drained,71,96,0.75,5.8,65,10.4,24.6,32.5,0.11,WV_AG_046
64093,"Hazelair silty clay loam, 2 to 15 percent slopes, eroded",85,Hazelair,Moderately well drained,96,121,,,,,,,,WV_AG_046
64166,Wapato silty clay loam,90,Wapato,Poorly drained,0,41,6,6.2,31,6.7,62.3,25,0.2,WV_AG_046
64166,Wapato silty clay loam,90,Wapato,Poorly drained,41,152,2.75,5.8,27.5,7.1,65.4,17.5,0.16,WV_AG_046
64170,"Willamette silt loam, 0 to 3 percent slopes",83,Willamette,Well drained,0,61,4,6.1,23.5,7,69.5,17.5,0.2,WV_AG_046
64170,"Willamette silt loam, 0 to 3 percent slopes",83,Willamette,Well drained,61,137,2,6.1,27,6.7,66.3,17.5,0.2,WV_AG_046
64170,"Willamette silt loam, 0 to 3 percent slopes",83,Willamette,Well drained,137,165,0.25,6.1,25,6.9,68.1,12.5,0.2,WV_AG_046
64171,"Willamette silt loam, 3 to 12 percent slopes",90,Willamette,Well drained,0,61,4,6.1,23.5,7,69.5,17.5,0.2,WV_AG_046
64171,"Willamette silt loam, 3 to 12 percent slopes",90,Willamette,Well drained,61,137,2,6.1,27,6.7,66.3,17.5,0.2,WV_AG_046
64171,"Willamette silt loam, 3 to 12 percent slopes",90,Willamette,Well drained,137,165,0.25,6.1,25,6.9,68.1,12.5,0.2,WV_AG_046
62312,"Coburg silty clay loam, occasionally flooded",85,Coburg,Moderately well drained,0,38,4,6.1,31,18.1,50.9,22.5,0.19,WV_AG_047
62312,"Coburg silty clay loam, occasionally flooded",85,Coburg,Moderately well drained,38,152,1.25,6.7,40,8,52,22.5,0.19,WV_AG_047
62332,Amity silt loam,85,Amity,Somewhat poorly drained,0,64,4,5.8,20,11.4,68.6,15,0.2,WV_AG_047
62332,Amity silt loam,85,Amity,Somewhat poorly drained,64,160,1.75,6.1,31,6.7,62.3,17.5,0.2,WV_AG_047
62332,Amity silt loam,4,Concord,Poorly drained,0,20,3,6.1,22.5,22.4,55.1,20,0.2,WV_AG_047
62332,Amity silt loam,4,Concord,Poorly drained,20,79,1.25,6.7,42.5,7.7,49.8,30,0.16,WV_AG_047
62332,Amity silt loam,4,Concord,Poorly drained,79,152,0.25,6.7,27.5,18,54.5,20,0.2,WV_AG_047
62332,Amity silt loam,3,Dayton,Poorly drained,0,13,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_047
62332,Amity silt loam,3,Dayton,Poorly drained,13,30,0.75,5.6,28,17.8,54.2,15,0.21,WV_AG_047
62332,Amity silt loam,3,Dayton,Poorly drained,30,152,0.75,5.8,45,7.2,47.8,32.5,0.04,WV_AG_047
